REGION,COUNTRY,Popn_2010,Inc_group_2010,M_Group,P_Group,O_Group,W_Group,W_MM_Group,E_Group,R_Group,NTCP_Group,Survey_title,Survey_year,Survey_national,Survey_age_grp,Smk_1_def,Smk_1_tob_use_M,Smk_1_tob_use_F,Smk_1_tob_use_B,Smk_2_def,Smk_2_tob_use_M,Smk_2_tob_use_F,Smk_2_tob_use_B,Smkless_def,Smkless_tob_use_M,Smkless_tob_use_F,Smkless_tob_use_B,Tobacco_M_Current,Tobacco_M_Daily,Tobacco_F_Current,Tobacco_F_Daily,Cigarettes_M_Current,Cigarettes_M_Daily,Cigarettes_F_Current,Cigarettes_F_Daily,Tobacco_B_Current,Tobacco_B_Daily,Cigarettes_B_Current,Cigarettes_B_Daily,P1,P2,P3,P4,P5,P6,P7,P8,P9,C2,P17,P11,P12,P13,P14,P15,P10,P16,O1,O2,O3,O6,O7,O9,O10,O12,O13,O14,O15,O16,W1A,W2A,W3A,W4A,W15A,W16A,W11A,W14A,W6A,W7A,W8A,W10A,W5A,W13A,W12A,W9A,W17A,W18A,W19A,W20A,W21A,W25A,W26A,W1C,W2C,W3C,W4C,W15C,W16C,W11C,W14C,W6C,W7C,W8C,W10C,W5C,W13C,W12C,W9C,W17C,W18C,W19C,W20C,W21C,W25C,W26C,MM1,MM2,MM3,MM4,MM5,MM6,MM7,MM8,E1,E2,E3,E4,E5,E6,E7,C3,E17,E9,E10,E11,E12,E13,E14,E15,C4,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,N1,N2,N3,N4,N5,N6,P1_N,P2_N,P3_N,P4_N,P5_N,P6_N,P7_N,P8_N,P9_N,C2_N,P17_N,P11_N,P12_N,P13_N,P14_N,P15_N,P10_N,P16_N,O3_N,W1A_N,W2A_N,W3A_N,W4A_N,W15A_N,W16A_N,W11A_N,W14A_N,W6A_N,W7A_N,W8A_N,W10A_N,W5A_N,W13A_N,W12A_N,W9A_N,W17A_N,W18A_N,W19A_N,W20A_N,W21A_N,W25A_N,W26A_N,W1C_N,W2C_N,W3C_N,W4C_N,W15C_N,W16C_N,W11C_N,W14C_N,W6C_N,W7C_N,W8C_N,W10C_N,W5C_N,W13C_N,W12C_N,W9C_N,W17C_N,W18C_N,W19C_N,W20C_N,W21C_N,W25C_N,W26C_N,MM_N,E1_N,E2_N,E3_N,E4_N,E5_N,E6_N,E7_N,C3_N,E17_N,E9_N,E10_N,E11_N,E12_N,E13_N,E14_N,E15_N,C4_N,R_N
AFR,Gabon,1501266,Middle,1,2,3,2,999,2,2,3,NR,2999,NA,NA,NA,999,999,999,NA,999,999,999,NA,999,999,999,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,No,NA,NA,No,No,NR,NR,No,Yes,In a pharmacy without a prescription,Yes,In a pharmacy without a prescription,Yes,In a pharmacy without a prescription,No,No,No,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,No,No,No,No,No,No,No,999,No,No,No,No,No,No,No,No,999,1000,XAF,3.26,2.12,0%,6%,0%,21%,6%,15%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,No,Yes,2,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Gambia,1750732,Low,1,2,2,2,999,4,4,3,Blood Pressure Patterns and Cardiovascular Risk Factors in Rural and Urban Gambian Communities,1997,Subnational,15+,Current tobacco smoking,38.5,4.4,. . .,. . .,. . .,. . .,. . .,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,Yes,No,Yes,No,No,NR,NR,No,No,NA,No,NA,No,NA,No,No,No,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No,9,No,Yes,Yes,Yes,No,Yes,No,Yes,5,10,GMD,1.31,0.36,30%,0%,17%,61%,30%,31%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,No,Yes,1,NR,GMD,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Georgia,4219191,Middle,3,3,3,4,999,2,4,3,"World Health Survey, Georgia",2003,National,18+,Daily tobacco smoking,50.4,4.1,25.1,Current tobacco smoking,58.1,5.4,29.4,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,No,No,No,No,No,NA,NR,3,Yes,Yes,Yes,No,No,NR,NR,Yes,Yes,In a pharmacy without a prescription,No,NA,No,NA,No,No,No,NR,NR,Yes,30,30,30,Yes,12,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,30,30,30,Yes,12,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,,,,,,,,,Yes,No,No,No,No,No,No,4,No,Yes,No,No,No,Yes,Yes,Yes,2,1,GEL,1.13,0.6,40%,0%,0%,55%,40%,15%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,988,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Germany,82056775,High,4,2,4,3,999,3,5,3,"Leben in Deutschland - Haushalte, Familien und Gesundheit, Ergebnisse des Mikrozensus",2005,National,15+,Daily tobacco smoking,27.9,18.8,23.2,Current tobacco smoking,32.2,22.4,27.2,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,Yes,No,No,No,Yes,NA,6,2,Yes,No,Yes,No,No,NR,NR,Yes,Yes,In a pharmacy without a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes in some,Yes in some,Yes in some,Yes in some,NR,Yes,35,30,40,Yes,16,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,35,30,40,Yes,1,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,,,,,,,Yes,No,Yes,No,No,No,Yes,8,No,No,No,No,No,No,No,No,999,4.705882353,EUR,5.55,6.55,35%,25%,0%,76%,60%,16%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,4,4500000.00,EUR,6591716.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Ghana,24332755,Low,3,2,3,2,999,3,3,3,Demographic and Health Survey,2008,National,Males: 15 - 59 - Females: 15 - 49,Daily cigarette smoking,7.3,0.2,988,NR,988,988,988,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,No,NA,NA,No,No,NR,NR,No,No,NA,No,NA,No,NA,Yes in some,Yes in some,Yes in some,No,No,Yes,5,966,966,Yes,1,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,Yes,No,Yes,No,No,No,No,988,No,No,No,No,No,No,NR,No,999,1.5,GHS,2.94,1.9,13%,0%,0%,27%,13%,14%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,0.5,25000.00,GHS,27264.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z,NA,z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Greece,11183393,High,2,2,3,3,999,4,4,2,"Epidemiology of Cardiovascular Risk Factors in Greece: aims, design and baseline characteristics of the ATTICA study",2002,Subnational,18 - 89,Daily cigarette smoking,47.4,39,988,Current cigarette smoking,51,39,988,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,Yes,NA,NR,1,Yes,Yes,Yes,No,No,NR,NR,No,Yes,In a pharmacy without a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes in some,Yes in some,NR,NR,NR,Yes,35,30,40,Yes,16,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,15,30,0,Yes,1,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,Yes,No,Yes,No,No,No,Yes,988,No,Yes,No,No,No,Yes,No,No,988,3,EUR,4.23,4.18,4%,54%,0%,73%,58%,16%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,No,No,999,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,Grenada,104342,Middle,2,2,3,2,999,2,3,3,NR,2999,NA,NA,NA,999,999,999,NA,999,999,999,NA,999,999,999,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,No,NA,NA,No,No,NR,NR,No,No,NA,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,No,No,Yes in some,No,NR,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,No,No,No,No,No,No,No,999,NR,No,No,No,No,No,NR,No,999,6,XCD,3.87,2.22,0%,0%,41%,41%,0%,41%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,No,Yes,988,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,Guatemala,14376881,Middle,3,5,4,2,999,2,4,3,"World Health Survey, Guatemala",2003,National,18+,Daily tobacco smoking,8.3,0.9,3.7,Current tobacco smoking,23.9,3.4,11.2,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,8,Yes,Yes,Yes,Yes,No,NR,NR,No,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,No,Yes in some,Yes in some,No,No,Yes,13,25,0,Yes,6,Yes,Yes,Yes,Yes,Yes,No,NR,No,Yes,No,NR,No,No,No,No,No,No,Yes,13,25,0,Yes,6,Yes,Yes,Yes,Yes,Yes,No,NR,No,Yes,No,NR,No,No,No,No,No,No,,,,,,,,,No,No,No,No,No,No,No,999,NR,Yes,No,No,No,No,No,No,6,10,GTQ,2.26,1.29,0%,46%,0%,57%,46%,11%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,No,Yes,2,260000.00,GTQ,34391.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Guinea,10323755,Low,2,4,3,2,999,4,3,4,Enquête sur le tabagisme en Guinée,1998,National,11—72,Daily tobacco smoking,. . .,8.6,57.6,. . .,. . .,. . .,. . .,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,Yes,No,Yes,No,Yes,NA,3,6,No,NA,NA,No,No,NR,NR,No,Yes,In a general store without a prescription,Yes,In a pharmacy without a prescription,Yes,In a pharmacy without a prescription,No,No,Yes in some,No,NR,Yes,966,966,966,Yes,1,No,Yes,No,No,No,No,No,No,NR,No,Yes,No,No,No,No,No,No,Yes,966,966,966,Yes,1,No,Yes,No,No,No,No,No,No,NR,No,Yes,No,No,No,No,No,No,,,,,,,,,Yes,No,Yes,No,Yes,No,Yes,5,No,Yes,Yes,Yes,Yes,Yes,No,Yes,4,2000,GNF,1,0.39,0%,11%,13%,42%,11%,31%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,5,NR,GNF,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Guinea-Bissau,1647380,Low,1,2,2,2,999,2,3,2,NR,2999,NA,NA,NA,999,999,999,NA,999,999,999,NA,999,999,999,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,No,NA,NA,No,No,NR,NR,No,No,NA,No,NA,No,NA,No,No,No,No,No,Yes,0,45,0,No,999,No,No,No,No,No,No,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,988,988,988,NR,988,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,No,No,No,No,No,No,No,999,No,No,No,No,No,No,NR,No,999,300,XOF,1.31,0.64,0%,16%,11%,44%,16%,28%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,No,No,999,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,Guyana,761442,Middle,2,3,3,2,999,2,3,3,NR,2999,NA,NA,NA,999,999,999,NA,999,999,999,NA,999,999,999,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,No,No,No,No,No,NR,8,3,No,NA,NA,No,No,NR,NR,No,Yes,In a pharmacy without a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,No,Yes in some,Yes in some,No,Yes in some,Yes,966,966,966,Yes,1,Yes,No,Yes,No,Yes,No,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,988,988,988,NR,988,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,No,No,No,No,No,No,No,999,No,No,No,No,No,No,NR,No,999,240,GYD,3.02,1.17,0%,20%,0%,27%,20%,7%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,No,Yes,988,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,Haiti,10188175,Low,1,2,3,2,999,2,1,3,"Enquête Mortalité, Morbidité et Utilisation des Services, Haiti",2000,National,15 - 49,Current tobacco smoking,988,4.4,988,NR,988,988,988,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,No,NA,NA,No,No,NR,NR,Yes,Yes,In a pharmacy with a prescription,No,NA,No,NA,No,No,No,No,NR,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,No,No,No,No,No,No,No,999,No,No,No,No,No,No,No,No,999,NR,NR,NR,NR,988,988,988,988,988,988,NR,NR,NR,NR,NR,NR,988,988,988,988,NA,No,Yes,988,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,Honduras,7615584,Middle,2,3,3,2,999,2,3,3,Encuesta Nacional de Demografía y Salud ENDESA,2005—2006,National,15 - 49,Current cigarette smoking,988,2.3,988,NR,988,988,988,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,2,5,No,NA,NA,No,No,NR,NR,Yes,Yes,In a pharmacy without a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,No,Yes in some,Yes in some,No,Yes in some,Yes,20,966,966,Yes,1,Yes,No,No,No,Yes,No,No,NR,NR,No,NR,NR,NR,NR,NR,No,No,Yes,20,966,966,Yes,1,Yes,No,No,No,Yes,No,No,NR,NR,No,NR,NR,NR,NR,NR,No,No,,,,,,,,,No,No,No,No,No,No,No,999,NR,No,No,No,No,No,No,No,999,18,HNL,2.23,0.95,0%,32%,0%,45%,32%,13%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,No,Yes,988,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,l,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,l,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Hungary,9973141,High,3,2,3,3,999,4,4,3,National Health Interview Survey 2003 -- Hungary (OLEF 2003),2003,National,18+,Daily tobacco smoking,38.6,27.7,32.8,Current tobacco smoking,42.5,31.3,36.5,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,Yes,Yes,Yes,No,Yes,NR,NR,Yes,Yes,In a pharmacy without a prescription,No,NA,No,NA,NR,NR,NR,NR,NR,Yes,35,30,40,Yes,16,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,15,30,0,Yes,1,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,,,,,,,Yes,No,Yes,No,Yes,No,Yes,10,No,Yes,No,Yes,Yes,No,No,Yes,5,568.4210526,HUF,4.2,3.02,29%,28%,0%,74%,57%,17%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,3,42000000.00,HUF,244025.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Iceland,329279,High,3,3,3,3,999,4,4,3,Prevalence of Smoking in Iceland,2008,National,15 - 89,Daily tobacco smoking,20.1,15,17.6,Occasional tobacco smoking,2.8,4.4,3.6,Daily users of smokeless tobacco,5.97,988,2.89,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,No,No,No,No,No,Yes,NA,10,3,Yes,No,Yes,Yes,Yes,NR,NR,Yes,Yes,In a general store without a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes in some,Yes in some,Yes in some,NR,No,Yes,35,30,40,Yes,16,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,15,30,0,Yes,1,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,,,,,,,Yes,No,Yes,No,Yes,Yes,Yes,8,No,Yes,Yes,Yes,No,No,Yes,Yes,10,665,ISK,5.79,5.52,39%,0%,0%,58%,39%,20%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,2,70000000.00,ISK,791228.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,India,1214464312,Middle,4,4,3,2,999,4,3,4,"National Family Health Survey (NFHS-3), India",2005—2006,National,15—49,Current tobacco use,57,10.8,. . .,Current cigarette or bidi smoking,32.7,1.4, . . .,"Users of paan masala, gutkha or other tobacco",36.5,8.4,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,Yes,Yes,No,No,Yes,NA,5,6,Yes,Yes,Yes,Yes,Yes,NR,NR,No,Yes,In a general store without a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes in some,Yes in some,Yes in some,Yes in some,Yes in some,Yes,20,40,0,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,20,40,0,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,58,INR,3.58,1.2,28%,0%,0%,46%,28%,18%,NR,NR,5.00,INR,0.31,0.10,5%,0%,0%,5%,NA,Yes,Yes,30,160000000.00,INR,3869547.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
