REGION,COUNTRY,Popn_2010,Inc_group_2010,M_Group,P_Group,O_Group,W_Group,W_MM_Group,E_Group,R_Group,NTCP_Group,Survey_title,Survey_year,Survey_national,Survey_age_grp,Smk_1_def,Smk_1_tob_use_M,Smk_1_tob_use_F,Smk_1_tob_use_B,Smk_2_def,Smk_2_tob_use_M,Smk_2_tob_use_F,Smk_2_tob_use_B,Smkless_def,Smkless_tob_use_M,Smkless_tob_use_F,Smkless_tob_use_B,Tobacco_M_Current,Tobacco_M_Daily,Tobacco_F_Current,Tobacco_F_Daily,Cigarettes_M_Current,Cigarettes_M_Daily,Cigarettes_F_Current,Cigarettes_F_Daily,Tobacco_B_Current,Tobacco_B_Daily,Cigarettes_B_Current,Cigarettes_B_Daily,P1,P2,P3,P4,P5,P6,P7,P8,P9,C2,P17,P11,P12,P13,P14,P15,P10,P16,O1,O2,O3,O6,O7,O9,O10,O12,O13,O14,O15,O16,W1A,W2A,W3A,W4A,W15A,W16A,W11A,W14A,W6A,W7A,W8A,W10A,W5A,W13A,W12A,W9A,W17A,W18A,W19A,W20A,W21A,W25A,W26A,W1C,W2C,W3C,W4C,W15C,W16C,W11C,W14C,W6C,W7C,W8C,W10C,W5C,W13C,W12C,W9C,W17C,W18C,W19C,W20C,W21C,W25C,W26C,MM1,MM2,MM3,MM4,MM5,MM6,MM7,MM8,E1,E2,E3,E4,E5,E6,E7,C3,E17,E9,E10,E11,E12,E13,E14,E15,C4,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,N1,N2,N3,N4,N5,N6,P1_N,P2_N,P3_N,P4_N,P5_N,P6_N,P7_N,P8_N,P9_N,C2_N,P17_N,P11_N,P12_N,P13_N,P14_N,P15_N,P10_N,P16_N,O3_N,W1A_N,W2A_N,W3A_N,W4A_N,W15A_N,W16A_N,W11A_N,W14A_N,W6A_N,W7A_N,W8A_N,W10A_N,W5A_N,W13A_N,W12A_N,W9A_N,W17A_N,W18A_N,W19A_N,W20A_N,W21A_N,W25A_N,W26A_N,W1C_N,W2C_N,W3C_N,W4C_N,W15C_N,W16C_N,W11C_N,W14C_N,W6C_N,W7C_N,W8C_N,W10C_N,W5C_N,W13C_N,W12C_N,W9C_N,W17C_N,W18C_N,W19C_N,W20C_N,W21C_N,W25C_N,W26C_N,MM_N,E1_N,E2_N,E3_N,E4_N,E5_N,E6_N,E7_N,C3_N,E17_N,E9_N,E10_N,E11_N,E12_N,E13_N,E14_N,E15_N,C4_N,R_N
EUR,Georgia,4219191,Middle,3,3,3,4,4,2,4,3,WHO STEPS,2010,National,18 - 64,Daily tobacco smoking,51.1,4,27.7,Current tobacco smoking,55.5,4.8,30.3,Current users of smokeless tobacco,1,0.2,0.6,57,51,6,4,57,51,6,4,31,27,31,27,Yes,Yes,Yes,No,No,No,No,No,NA,988,3,Yes,Yes,Yes,No,No,No,NA,Yes,Yes,Pharmacy,No,NA,Yes,Pharmacy,No,No,No,NR,NR,Yes,30,30,30,Yes,12,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,30,30,30,Yes,12,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,5,No,Yes,No,No,No,Yes,Yes,Yes,3,1.30,GEL,1.42,0.71,46%,0%,0%,61%,46%,15%,1.42,0.55,NA,NA,NA,NA,999,999,999,999,Yes,Yes,Yes,988,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Germany,82056775,High,4,2,4,3,4,4,4,3,Mikrozensus -- Fragen zur Gesundheit ,2009,National,15+,Daily tobacco smoking,26.4,17.6,21.9,Current tobacco smoking,30.5,21.2,25.7,NR,988,988,988,33,29,25,21,33,29,25,21,29,25,29,25,No,No,No,Yes,No,No,No,Yes,NA,8,2,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Pharmacy,Yes,Pharmacy,Yes,Pharmacy with Rx,Yes in some,Yes in some,Yes in some,Yes in some,Yes in some,Yes,35,30,40,Yes,16,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,35,30,40,Yes,1,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,7,No,No,No,No,No,Yes,No,No,999,4.95,EUR,5.74,6.45,33%,25%,0%,74%,58%,16%,5.74,4.51,NA,NA,NA,NA,999,999,999,999,No,Yes,Yes,4,4500000.00,EUR,6591716.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Ghana,24332755,Low,4,2,3,2,2,3,3,3,Demographic and Health Survey,2008,National,Males: 15 - 59 - Females: 15 - 49,Daily cigarette smoking,7.3,0.2,988,NR,988,988,988,NR,988,988,988,11,8,3,2,8,5,977,977,7,5,4,3,No,No,No,No,No,No,No,No,NA,999,0,No,NA,NA,No,No,No,NA,No,No,NA,No,NA,No,NA,Yes in some,Yes in some,Yes in some,No,No,Yes,5,966,966,Yes,1,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,No,No,No,No,988,No,No,No,No,No,No,NR,No,999,2.00,GHS,2.94,1.39,0%,14%,0%,27%,14%,13%,2.94,1.47,NA,NA,NA,NA,999,999,999,999,Yes,Yes,Yes,0.5,25000.00,GHS,17 470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z,NA,z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Greece,11183393,High,2,5,3,3,5,4,5,2,"Epidemiology of Cardiovascular Risk Factors in Greece: aims, design and baseline characteristics of the ATTICA study",2002,Subnational,18 - 89,Daily cigarette smoking,47.4,39,988,Current cigarette smoking,51,39,988,NR,988,988,988,63,60,41,38,63,60,41,38,52,49,52,49,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5,8,Yes,Yes,Yes,No,Yes,No,NA,No,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes in some,Yes in some,Yes in some,No,No,Yes,35,30,40,Yes,16,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,15,30,0,Yes,1,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,10,No,Yes,No,No,No,Yes,No,No,4,3.20,EUR,4.37,4.17,9%,58%,0%,86%,67%,19%,4.37,2.87,NA,NA,NA,NA,999,999,999,999,Yes,No,No,999,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,Grenada,104342,Middle,2,2,3,2,2,2,3,3,NR,2999,NA,NA,NA,999,999,999,NA,999,999,999,NA,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,No,No,No,No,No,No,No,No,NA,999,0,No,NA,NA,No,No,No,NA,No,No,NA,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,No,No,Yes in some,No,NR,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,999,No,No,No,No,No,No,No,No,999,7.65,XCD,4.92,2.83,0%,34%,0%,49%,34%,15%,4.92,3.57,NA,NA,NA,NA,999,999,999,999,Yes,No,Yes,988,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,Guatemala,14376881,Middle,2,5,4,2,2,2,4,3,"World Health Survey, Guatemala",2003,National,18+,Daily tobacco smoking,8.3,0.9,3.7,Current tobacco smoking,23.9,3.4,11.2,NR,988,988,988,22,7,4,977,22,7,4,977,13,4,13,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5,8,Yes,Yes,Yes,Yes,No,No,NA,No,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,No,Yes in some,Yes in some,No,No,Yes,13,25,0,Yes,6,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,13,25,0,Yes,6,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,999,No,Yes,No,No,No,No,No,No,2,13.59,GTQ,2.88,1.70,0%,46%,0%,57%,46%,11%,2.88,2.65,NA,NA,NA,NA,999,999,999,999,No,No,Yes,2,260000.00,GTQ,34391.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Guinea,10323755,Low,2,4,3,2,3,4,3,4,Guinea STEPS Survey,2009,Subnational,15 - 64,Daily tobacco smoking,21,1.4,11.3,Current tobacco smoking,23.2,2,12.8,Current users of smokeless tobacco,1.4,1.5,1.4,25,22,2,1,20,16,977,977,13,12,10,8,Yes,Yes,Yes,Yes,No,Yes,No,Yes,NA,3,6,No,NA,NA,No,No,No,NA,No,Yes,General store,Yes,Pharmacy,Yes,Pharmacy,No,No,Yes in some,No,NR,Yes,966,966,966,Yes,1,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,966,966,966,Yes,1,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,4,No,Yes,Yes,Yes,Yes,Yes,No,Yes,4,2000.00,GNF,0.86,0.39,0%,11%,14%,43%,11%,32%,0.86,0.43,NA,NA,NA,NA,999,999,999,999,No,Yes,Yes,5,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Guinea-Bissau,1647380,Low,1,2,2,2,2,2,3,2,NR,2999,NA,NA,NA,999,999,999,NA,999,999,999,NA,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,No,No,No,No,No,No,No,No,NA,999,0,No,NA,NA,No,No,Yes,No,No,No,NA,No,NA,No,NA,No,No,No,No,No,Yes,0,45,0,No,999,No,No,No,No,No,No,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,988,988,988,NR,988,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,No,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,999,No,No,No,No,No,No,NR,No,999,300.00,XOF,1.28,0.60,0%,16%,11%,44%,16%,28%,1.28,0.86,NA,NA,NA,NA,999,999,999,999,No,No,No,999,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,Guyana,761442,Middle,3,3,3,2,2,2,2,3,Demographic and Health Survey,2009,National,15 - 49,Current tobacco use,31,3.6,988,Current cigarette smoking,29.4,3.2,988,NR,988,988,988,27,17,6,2,26,16,5,2,16,9,16,9,Yes,Yes,Yes,No,No,No,No,No,NA,2,3,No,NA,NA,No,No,No,NA,No,Yes,Pharmacy,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes in some,Yes in some,Yes in some,No,Yes in some,Yes,966,966,966,Yes,1,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,966,966,966,No,999,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,999,No,No,No,No,No,No,No,No,999,300.00,GYD,3.55,1.47,0%,16%,0%,21%,16%,5%,3.55,3.55,NA,NA,NA,NA,999,999,999,999,No,Yes,Yes,2,2000000.00,GYD,10000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,Haiti,10188175,Low,2,2,3,2,1,2,1,3,"Enquête Mortalité, Morbidité et Utilisation des Services, Haiti",2000,National,15 - 49,Current tobacco smoking,988,4.4,988,NR,988,988,988,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,999,0,No,NA,NA,No,No,No,NA,Yes,Yes,Pharmacy with Rx,No,NA,No,NA,No,No,No,No,NR,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NR,NR,NR,NR,NR,NR,NR,NR,No,No,No,No,No,No,No,999,No,No,No,No,No,No,No,No,999,NR,NR,NR,NR,988,988,988,988,988,988,NR,NR,NA,NA,NA,NA,999,999,999,999,No,No,Yes,988,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,Honduras,7615584,Middle,2,5,3,4,3,4,3,3,Encuesta Nacional de Demografía y Salud ENDESA,2005—2006,National,15 - 49,Current cigarette smoking,988,2.3,988,NR,988,988,988,NR,988,988,988,988,988,3,977,988,988,3,977,988,988,988,988,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,999,8,Yes,Yes,Yes,Yes,No,No,NA,Yes,Yes,Pharmacy,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,No,Yes in some,Yes in some,No,Yes in some,Yes,80,80,80,No,999,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,80,80,80,No,999,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,999,No,No,No,No,No,No,No,No,999,27.00,HNL,3.11,1.43,26%,0%,0%,39%,26%,13%,3.11,2.54,NA,NA,NA,NA,999,999,999,999,Yes,No,Yes,988,NR,NR,NR,y,y,y,y,y,y,y,y,NA,NA,y,y,y,y,y,NA,NA,NA,NA,y,y,y,y,NA,NA,y,l,l,y,y,y,NA,y,y,NA,y,y,NA,NA,NA,NA,NA,y,y,y,y,NA,NA,y,l,l,y,y,y,NA,y,y,NA,y,y,NA,NA,NA,NA,NA,NA,y,y,y,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Hungary,9973141,High,2,2,4,3,3,4,5,3,National Health Interview Survey 2003 -- Hungary (OLEF 2003),2003,National,18+,Daily tobacco smoking,38.6,27.7,32.8,Current tobacco smoking,42.5,31.3,36.5,NR,988,988,988,43,36,33,28,43,36,33,28,38,32,38,32,No,No,No,No,No,No,No,No,NA,999,0,Yes,Yes,Yes,No,Yes,No,NA,Yes,Yes,Pharmacy,No,NA,Yes,NA,Yes in some,Yes in some,Yes in some,NR,Yes in some,Yes,35,30,40,Yes,16,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,15,30,0,Yes,1,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,NR,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,8,No,Yes,No,Yes,Yes,No,No,Yes,7,610.53,HUF,4.27,2.80,31%,28%,0%,79%,59%,20%,4.27,3.42,NA,NA,NA,NA,999,999,999,999,Yes,Yes,Yes,3,42000000.00,HUF,244025.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Iceland,329279,High,4,3,3,3,2,4,4,3,Prevalence of Smoking in Iceland,2008,National,15 - 89,Daily tobacco smoking,20.1,15,17.6,Occasional tobacco smoking,2.8,4.4,3.6,Daily users of smokeless tobacco,5.97,988,2.89,27,19,21,14,27,19,21,14,24,17,24,17,Yes,Yes,No,No,No,No,No,Yes,NA,10,3,Yes,No,Yes,Yes,Yes,No,NA,Yes,Yes,General store,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes in some,Yes in some,Yes in some,NR,No,Yes,35,30,40,Yes,16,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,15,30,0,Yes,1,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,No,Yes,Yes,Yes,10,No,Yes,Yes,Yes,No,No,Yes,Yes,10,900.00,ISK,6.67,7.47,36%,0%,0%,56%,36%,20%,6.67,6.19,NA,NA,NA,NA,999,999,999,999,Yes,Yes,Yes,2,70000000.00,ISK,791228.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,India,1214464312,Middle,4,4,3,2,5,4,3,4,Global Adult Tobacco Survey,2009,National,15+,Daily tobacco smoking,18.3,2.4,10.7,Current tobacco smoking,24.3,2.9,14,Current users of smokeless tobacco,32.9,18.4,25.9,26,20,4,3,11,7,1,977,15,12,6,4,Yes,Yes,Yes,Yes,Yes,No,No,Yes,NA,5,6,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,General store,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes in some,Yes in some,Yes in some,Yes in some,Yes in some,Yes,20,40,0,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,20,40,0,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,70.00,INR,3.95,1.51,28%,0%,0%,46%,28%,19%,3.95,3.95,5.60,INR,0.32,0.12,5%,0%,0%,5%,Yes,Yes,Yes,70,240000000.00,INR,5237238.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,Indonesia,232516771,Middle,4,3,3,2,2,2,4,4,"Riset Kesehatan Dasar 
(Basic Health Research)",2007,National,10+,Daily tobacco smoking,46.81,3.08,24.18,Occasional tobacco smoking,10,1.42,5.56,NR,988,988,988,61,54,5,4,57,49,4,3,33,29,30,26,Yes,Yes,Yes,No,No,No,No,No,NA,1,3,Yes,No,Yes,No,No,Yes,No,No,No,NA,No,NA,Yes,NA,Yes in some,Yes in some,No,Yes in some,No,Yes,966,966,966,Yes,1,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,999,No,Yes,No,No,No,No,No,No,0,13125.00,IDR,2.14,1.47,46%,0%,0%,54%,46%,8%,2.14,1.49,NA,NA,NA,NA,999,999,999,999,Yes,Yes,Yes,12,300000000.00,IDR,30931.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,Iran (Islamic Republic of),75077547,Middle,4,5,5,5,1,5,2,4,Iran (Islamic Republic of) STEPS Survey,2009,National,15 - 64,Daily tobacco smoking,20.4,1,10.8,Current tobacco smoking,22.1,1.3,11.8,NR,988,988,988,26,21,2,1,21,16,977,977,14,11,11,8,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,8,8,Yes,Yes,Yes,Yes,Yes,No,NA,Yes,Yes,Pharmacy,Yes,Pharmacy with Rx,No,NA,Yes in some,Yes in some,Yes in some,Yes in some,No,Yes,50,50,50,Yes,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,50,50,50,Yes,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Yes,No,Yes,Yes,Yes,Yes,No,10,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,4739.00,IRR,1.08,0.46,0%,0%,0%,13%,0%,13%,1.08,0.23,NA,NA,NA,NA,999,999,999,999,No,Yes,Yes,20,2000000.00,USD,2000000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
